Date,CSource,State,Month,State_Code,State_Abbr,CSrc_Simplified,CSrc_Freq
6-Jan-18,google,pennsylvania ,January,42,PA,google,34708
2-Jan-18,google_display_network,georgia ,January,13,GA,google,34708
25-Mar-18,31,wisconsin ,March,55,WI,other,13363
19-Jan-18,google,california ,January,6,CA,google,34708
21-Jan-18,1,florida ,January,12,FL,other,13363
30-Jan-18,31,georgia ,January,13,GA,other,13363
2-Jan-18,google_display_network,illinois ,January,17,IL,google,34708
19-Feb-18,email,georgia ,February,13,GA,email,4952
7-Jan-18,google_display_network,pennsylvania ,January,42,PA,google,34708
13-Jan-18,31,new york ,January,36,NY,other,13363
24-Feb-18,taboola,illinois ,February,17,IL,other,13363
25-Jan-18,facebook,nebraska ,January,31,NE,facebook,1796
12-Jan-18,google_display_network,idaho ,January,16,ID,google,34708
26-Feb-18,unknown,oregon ,February,41,OR,unknown,10982
28-Feb-18,1,north carolina ,February,37,NC,other,13363
3-Jan-18,email,california ,January,6,CA,email,4952
27-Feb-18,unknown,oregon ,February,41,OR,unknown,10982
8-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
21-Feb-18,email,indiana ,February,18,IN,email,4952
13-Mar-18,unknown,new jersey ,March,34,NJ,unknown,10982
23-Mar-18,google_display_network,california ,March,6,CA,google,34708
8-Feb-18,email,california ,February,6,CA,email,4952
22-Jan-18,1,texas ,January,48,TX,other,13363
23-Jan-18,31,california ,January,6,CA,other,13363
27-Feb-18,google,florida ,February,12,FL,google,34708
28-Feb-18,27,texas ,February,48,TX,other,13363
14-Mar-18,google,ohio ,March,39,OH,google,34708
7-Mar-18,google,wisconsin ,March,55,WI,google,34708
14-Mar-18,email,california ,March,6,CA,email,4952
20-Mar-18,google,north carolina ,March,37,NC,google,34708
22-Feb-18,google,colorado ,February,8,CO,google,34708
26-Mar-18,www.google.com,michigan ,March,26,MI,google,34708
5-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
27-Mar-18,yahoo-gemini,virginia ,March,51,VA,yahoo,875
27-Feb-18,www.google.com,california ,February,6,CA,google,34708
23-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
27-Jan-18,google_display_network,florida ,January,12,FL,google,34708
4-Feb-18,google_display_network,texas ,February,48,TX,google,34708
19-Jan-18,google,pennsylvania ,January,42,PA,google,34708
23-Feb-18,google_display_network,arizona ,February,4,AZ,google,34708
18-Feb-18,bing,georgia ,February,13,GA,bing,3143
1-Feb-18,email,florida ,February,12,FL,email,4952
1-Mar-18,google_display_network,california ,March,6,CA,google,34708
7-Feb-18,google,florida ,February,12,FL,google,34708
3-Mar-18,google_display_network,california ,March,6,CA,google,34708
17-Mar-18,google,maryland ,March,24,MD,google,34708
15-Feb-18,facebook,minnesota ,February,27,MN,facebook,1796
17-Feb-18,google_display_network,florida ,February,12,FL,google,34708
22-Feb-18,unknown,california ,February,6,CA,unknown,10982
13-Mar-18,1,massachusetts ,March,25,MA,other,13363
26-Jan-18,facebook,florida ,January,12,FL,facebook,1796
7-Feb-18,31,california ,February,6,CA,other,13363
9-Feb-18,google_display_network,south carolina ,February,45,SC,google,34708
30-Jan-18,31,north carolina ,January,37,NC,other,13363
13-Feb-18,google_display_network,tennessee ,February,47,TN,google,34708
7-Jan-18,31,ohio ,January,39,OH,other,13363
18-Mar-18,google_display_network,colorado ,March,8,CO,google,34708
27-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
13-Feb-18,google,florida ,February,12,FL,google,34708
11-Jan-18,1,georgia ,January,13,GA,other,13363
18-Feb-18,unknown,florida ,February,12,FL,unknown,10982
2-Feb-18,email,maryland ,February,24,MD,email,4952
23-Mar-18,source,minnesota ,March,27,MN,other,13363
6-Feb-18,google_display_network,california ,February,6,CA,google,34708
12-Jan-18,MSN,ohio ,January,39,OH,microsoft,1213
19-Mar-18,google_display_network,nebraska ,March,31,NE,google,34708
15-Feb-18,1,california ,February,6,CA,other,13363
12-Jan-18,google,california ,January,6,CA,google,34708
22-Jan-18,www.google.com,colorado ,January,8,CO,google,34708
15-Mar-18,google_display_network,texas ,March,48,TX,google,34708
12-Jan-18,unknown,texas ,January,48,TX,unknown,10982
11-Feb-18,aol,new york ,February,36,NY,aol,3440
29-Mar-18,google,illinois ,March,17,IL,google,34708
22-Jan-18,unknown,tennessee ,January,47,TN,unknown,10982
11-Mar-18,google_display_network,texas ,March,48,TX,google,34708
21-Feb-18,google_display_network,california ,February,6,CA,google,34708
7-Feb-18,google_display_network,massachusetts ,February,25,MA,google,34708
26-Mar-18,Realtor_com,utah ,March,49,UT,realtor.com,817
18-Feb-18,google_display_network,california ,February,6,CA,google,34708
26-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
30-Jan-18,google_display_network,colorado ,January,8,CO,google,34708
17-Jan-18,weather,texas ,January,48,TX,weather,642
15-Mar-18,email,minnesota ,March,27,MN,email,4952
21-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
22-Feb-18,email,oklahoma ,February,39,OK,email,4952
25-Jan-18,google_display_network,mississippi ,January,28,MS,google,34708
27-Jan-18,google,texas ,January,48,TX,google,34708
26-Jan-18,aol,texas ,January,48,TX,aol,3440
28-Jan-18,google,minnesota ,January,27,MN,google,34708
27-Feb-18,google,texas ,February,48,TX,google,34708
8-Feb-18,yahoo-gemini,pennsylvania ,February,42,PA,yahoo,875
6-Mar-18,email,california ,March,6,CA,email,4952
15-Jan-18,31,pennsylvania ,January,42,PA,other,13363
22-Jan-18,aol,california ,January,6,CA,aol,3440
9-Jan-18,google_display_network,mississippi ,January,28,MS,google,34708
23-Mar-18,google_display_network,texas ,March,48,TX,google,34708
10-Mar-18,unknown,massachusetts ,March,25,MA,unknown,10982
7-Feb-18,google_display_network,new mexico ,February,35,NM,google,34708
26-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
1-Feb-18,google_display_network,minnesota ,February,27,MN,google,34708
5-Jan-18,31,texas ,January,48,TX,other,13363
3-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
10-Jan-18,31,louisiana ,January,22,LA,other,13363
9-Jan-18,bing,new jersey ,January,34,NJ,bing,3143
4-Feb-18,taboola,virginia ,February,51,VA,other,13363
30-Mar-18,31,illinois ,March,17,IL,other,13363
20-Feb-18,google_display_network,georgia ,February,13,GA,google,34708
29-Mar-18,google_display_network,florida ,March,12,FL,google,34708
11-Jan-18,www.google.com,washington ,January,53,WA,google,34708
15-Jan-18,27,missouri ,January,29,MO,other,13363
14-Feb-18,email,delaware ,February,10,DE,email,4952
28-Mar-18,google,illinois ,March,17,IL,google,34708
13-Jan-18,email,florida ,January,12,FL,email,4952
26-Jan-18,cnn_com,texas ,January,48,TX,cnn,435
1-Mar-18,31,virginia ,March,51,VA,other,13363
9-Jan-18,google,pennsylvania ,January,42,PA,google,34708
12-Feb-18,google,new jersey ,February,34,NJ,google,34708
5-Feb-18,unknown,texas ,February,48,TX,unknown,10982
18-Feb-18,1,arizona ,February,4,AZ,other,13363
11-Feb-18,google_display_network,florida ,February,12,FL,google,34708
23-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
14-Jan-18,google,washington ,January,53,WA,google,34708
26-Feb-18,google_display_network,florida ,February,12,FL,google,34708
13-Feb-18,1,washington ,February,53,WA,other,13363
16-Feb-18,bing,alabama ,February,1,AL,bing,3143
3-Jan-18,email,california ,January,6,CA,email,4952
26-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
12-Feb-18,google_display_network,virginia ,February,51,VA,google,34708
8-Mar-18,google_display_network,california ,March,6,CA,google,34708
5-Feb-18,google,new york ,February,36,NY,google,34708
28-Feb-18,google,illinois ,February,17,IL,google,34708
23-Feb-18,google,utah ,February,49,UT,google,34708
31-Jan-18,google_display_network,nebraska ,January,31,NE,google,34708
4-Mar-18,google_display_network,florida ,March,12,FL,google,34708
14-Feb-18,unknown,california ,February,6,CA,unknown,10982
11-Jan-18,google_display_network,new york ,January,36,NY,google,34708
16-Mar-18,criteo,indiana ,March,18,IN,criteo,1599
24-Mar-18,google_display_network,massachusetts ,March,25,MA,google,34708
21-Mar-18,google,texas ,March,48,TX,google,34708
20-Jan-18,google,texas ,January,48,TX,google,34708
28-Mar-18,google_display_network,illinois ,March,17,IL,google,34708
12-Jan-18,bing,texas ,January,48,TX,bing,3143
9-Feb-18,google,massachusetts ,February,25,MA,google,34708
25-Jan-18,google_display_network,mississippi ,January,28,MS,google,34708
24-Jan-18,criteo,connecticut ,January,9,CT,criteo,1599
21-Mar-18,google,illinois ,March,17,IL,google,34708
1-Feb-18,1,pennsylvania ,February,42,PA,other,13363
11-Jan-18,27,missouri ,January,29,MO,other,13363
29-Mar-18,nafdigital_com,missouri ,March,29,MO,nafdigital,509
29-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
21-Feb-18,Realtor_com,illinois ,February,17,IL,realtor.com,817
20-Mar-18,33,georgia ,March,13,GA,other,13363
22-Feb-18,google,pennsylvania ,February,42,PA,google,34708
28-Mar-18,1,arizona ,March,4,AZ,other,13363
27-Feb-18,stringo_primary,alabama ,February,1,AL,stringo,459
31-Jan-18,google_display_network,georgia ,January,13,GA,google,34708
9-Jan-18,email,pennsylvania ,January,42,PA,email,4952
31-Jan-18,www.oswaltsclassiccars.com,california ,January,6,CA,other,13363
28-Jan-18,Realtor_com,pennsylvania ,January,42,PA,realtor.com,817
2-Mar-18,email,california ,March,6,CA,email,4952
6-Jan-18,google,california ,January,6,CA,google,34708
30-Mar-18,google_display_network,illinois ,March,17,IL,google,34708
6-Mar-18,google,california ,March,6,CA,google,34708
12-Mar-18,bing,north carolina ,March,37,NC,bing,3143
24-Feb-18,google_display_network,utah ,February,49,UT,google,34708
4-Jan-18,google_display_network,virginia ,January,51,VA,google,34708
19-Mar-18,Realtor_com,california ,March,6,CA,realtor.com,817
13-Mar-18,google,texas ,March,48,TX,google,34708
26-Jan-18,google,nevada ,January,32,NV,google,34708
21-Mar-18,bing,arizona ,March,4,AZ,bing,3143
5-Jan-18,aol,colorado ,January,8,CO,aol,3440
20-Mar-18,google,illinois ,March,17,IL,google,34708
12-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
26-Mar-18,31,california ,March,6,CA,other,13363
8-Mar-18,google_display_network,california ,March,6,CA,google,34708
4-Mar-18,google_display_network,illinois ,March,17,IL,google,34708
26-Mar-18,facebook,tennessee ,March,47,TN,facebook,1796
12-Feb-18,unknown,new jersey ,February,34,NJ,unknown,10982
18-Feb-18,1,colorado ,February,8,CO,other,13363
9-Jan-18,google,illinois ,January,17,IL,google,34708
13-Jan-18,google,connecticut ,January,9,CT,google,34708
26-Jan-18,google,florida ,January,12,FL,google,34708
24-Jan-18,30,california ,January,6,CA,other,13363
14-Feb-18,www.google.com,new jersey ,February,34,NJ,google,34708
6-Jan-18,31,maryland ,January,24,MD,other,13363
20-Mar-18,weather,texas ,March,48,TX,weather,642
24-Feb-18,aol,florida ,February,12,FL,aol,3440
12-Feb-18,google_display_network,virginia ,February,51,VA,google,34708
16-Feb-18,google_display_network,kentucky ,February,21,KY,google,34708
9-Jan-18,27,michigan ,January,26,MI,other,13363
13-Feb-18,facebook,california ,February,6,CA,facebook,1796
8-Feb-18,27,florida ,February,12,FL,other,13363
28-Feb-18,google_display_network,michigan ,February,26,MI,google,34708
16-Feb-18,facebook,pennsylvania ,February,42,PA,facebook,1796
20-Feb-18,unknown,rhode island ,February,44,RI,unknown,10982
9-Mar-18,email,texas ,March,48,TX,email,4952
8-Jan-18,google_display_network,new york ,January,36,NY,google,34708
17-Feb-18,weather,california ,February,6,CA,weather,642
9-Mar-18,yahoosearchrtg,pennsylvania ,March,42,PA,yahoo,875
2-Mar-18,google_display_network,texas ,March,48,TX,google,34708
27-Mar-18,google_display_network,california ,March,6,CA,google,34708
23-Jan-18,google_display_network,north carolina ,January,37,NC,google,34708
13-Jan-18,1,florida ,January,12,FL,other,13363
9-Feb-18,google_display_network,new jersey ,February,34,NJ,google,34708
16-Jan-18,unknown,louisiana ,January,22,LA,unknown,10982
18-Mar-18,google_display_network,california ,March,6,CA,google,34708
25-Jan-18,xfinity,california ,January,6,CA,xfinity,90
8-Mar-18,google,texas ,March,48,TX,google,34708
17-Jan-18,taboola,illinois ,January,17,IL,other,13363
28-Feb-18,aol,new jersey ,February,34,NJ,aol,3440
6-Feb-18,aol,ohio ,February,39,OH,aol,3440
12-Mar-18,google_display_network,virginia ,March,51,VA,google,34708
17-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
24-Mar-18,google,washington ,March,53,WA,google,34708
12-Mar-18,google,missouri ,March,29,MO,google,34708
5-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
2-Feb-18,1,new york ,February,36,NY,other,13363
13-Feb-18,google_display_network,nevada ,February,32,NV,google,34708
20-Jan-18,1,pennsylvania ,January,42,PA,other,13363
3-Feb-18,criteo,new york ,February,36,NY,criteo,1599
7-Mar-18,unknown,michigan ,March,26,MI,unknown,10982
19-Mar-18,google_display_network,georgia ,March,13,GA,google,34708
6-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
23-Feb-18,google_display_network,virginia ,February,51,VA,google,34708
26-Mar-18,bing,iowa ,March,19,IA,bing,3143
16-Feb-18,google_display_network,massachusetts ,February,25,MA,google,34708
18-Mar-18,google,texas ,March,48,TX,google,34708
8-Jan-18,aol,california ,January,6,CA,aol,3440
19-Feb-18,aol,new york ,February,36,NY,aol,3440
13-Feb-18,source,california ,February,6,CA,other,13363
22-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
21-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
5-Mar-18,google_display_network,tennessee ,March,47,TN,google,34708
29-Jan-18,email,california ,January,6,CA,email,4952
28-Jan-18,unknown,texas ,January,48,TX,unknown,10982
21-Feb-18,google_display_network,south carolina ,February,45,SC,google,34708
22-Jan-18,trc.taboola.com,virginia ,January,51,VA,other,13363
22-Feb-18,google,florida ,February,12,FL,google,34708
16-Feb-18,facebook,new york ,February,36,NY,facebook,1796
25-Feb-18,unknown,louisiana ,February,22,LA,unknown,10982
28-Feb-18,31,pennsylvania ,February,42,PA,other,13363
22-Feb-18,criteo,california ,February,6,CA,criteo,1599
30-Mar-18,xfinity,minnesota ,March,27,MN,xfinity,90
12-Jan-18,email,illinois ,January,17,IL,email,4952
13-Mar-18,nafdigital_com,ohio ,March,39,OH,nafdigital,509
7-Mar-18,aol,texas ,March,48,TX,aol,3440
17-Feb-18,google,michigan ,February,26,MI,google,34708
25-Mar-18,google_display_network,georgia ,March,13,GA,google,34708
10-Jan-18,1,north carolina ,January,37,NC,other,13363
12-Mar-18,aol,washington ,March,53,WA,aol,3440
18-Jan-18,bing,new york ,January,36,NY,bing,3143
18-Jan-18,aol,north dakota ,January,38,ND,aol,3440
23-Jan-18,google,washington ,January,53,WA,google,34708
21-Feb-18,source,texas ,February,48,TX,other,13363
26-Mar-18,www.carvana.com,california ,March,6,CA,other,13363
11-Jan-18,google_display_network,new york ,January,36,NY,google,34708
28-Feb-18,31,new york ,February,36,NY,other,13363
11-Mar-18,31,new jersey ,March,34,NJ,other,13363
15-Jan-18,stringo_middle,florida ,January,12,FL,stringo,459
21-Mar-18,unknown,california ,March,6,CA,unknown,10982
11-Mar-18,google,ohio ,March,39,OH,google,34708
10-Jan-18,31,florida ,January,12,FL,other,13363
8-Feb-18,bing,hawaii ,February,15,HI,bing,3143
25-Feb-18,google_display_network,texas ,February,48,TX,google,34708
31-Mar-18,google_display_network,vermont ,March,50,VT,google,34708
21-Jan-18,google_display_network,ohio ,January,39,OH,google,34708
22-Jan-18,criteo,michigan ,January,26,MI,criteo,1599
29-Mar-18,MSN,new jersey ,March,34,NJ,microsoft,1213
6-Mar-18,bing,texas ,March,48,TX,bing,3143
5-Feb-18,www.google.com,new york ,February,36,NY,google,34708
7-Mar-18,MSN,ohio ,March,39,OH,microsoft,1213
21-Mar-18,email,arkansas ,March,5,AR,email,4952
9-Feb-18,27,iowa ,February,19,IA,other,13363
22-Mar-18,email,california ,March,6,CA,email,4952
3-Feb-18,google,new york ,February,36,NY,google,34708
19-Jan-18,google_display_network,missouri ,January,29,MO,google,34708
6-Jan-18,google_display_network,pennsylvania ,January,42,PA,google,34708
11-Feb-18,unknown,florida ,February,12,FL,unknown,10982
24-Mar-18,google,massachusetts ,March,25,MA,google,34708
4-Jan-18,email,wyoming ,January,56,WY,email,4952
20-Feb-18,comparecards,iowa ,February,19,IA,other,13363
17-Jan-18,google,california ,January,6,CA,google,34708
25-Jan-18,bing,illinois ,January,17,IL,bing,3143
14-Feb-18,27,indiana ,February,18,IN,other,13363
1-Mar-18,auth.tree.com,texas ,March,48,TX,Lending Tree/Partners,332
11-Feb-18,google_display_network,louisiana ,February,22,LA,google,34708
7-Feb-18,google_display_network,arizona ,February,4,AZ,google,34708
22-Feb-18,source,michigan ,February,26,MI,other,13363
31-Jan-18,yahoo-gemini,virginia ,January,51,VA,yahoo,875
10-Jan-18,google,georgia ,January,13,GA,google,34708
13-Feb-18,bing,south carolina ,February,45,SC,bing,3143
21-Mar-18,aol,texas ,March,48,TX,aol,3440
17-Jan-18,google,new york ,January,36,NY,google,34708
19-Mar-18,www.consumerreports.org,california ,March,6,CA,other,13363
24-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
14-Feb-18,google_display_network,florida ,February,12,FL,google,34708
17-Mar-18,google_display_network,louisiana ,March,22,LA,google,34708
24-Mar-18,source,florida ,March,12,FL,other,13363
26-Mar-18,unknown,maine ,March,23,ME,unknown,10982
17-Mar-18,31,illinois ,March,17,IL,other,13363
20-Feb-18,google_display_network,california ,February,6,CA,google,34708
7-Feb-18,google_display_network,florida ,February,12,FL,google,34708
4-Jan-18,google_display_network,california ,January,6,CA,google,34708
19-Mar-18,31,pennsylvania ,March,42,PA,other,13363
20-Mar-18,google,georgia ,March,13,GA,google,34708
28-Jan-18,google,pennsylvania ,January,42,PA,google,34708
22-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
6-Jan-18,google_display_network,illinois ,January,17,IL,google,34708
6-Jan-18,facebook,illinois ,January,17,IL,facebook,1796
9-Jan-18,aol,arizona ,January,4,AZ,aol,3440
17-Feb-18,unknown,new york ,February,36,NY,unknown,10982
2-Jan-18,unknown,texas ,January,48,TX,unknown,10982
28-Mar-18,www.google.com,georgia ,March,13,GA,google,34708
21-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
31-Jan-18,google_display_network,pennsylvania ,January,42,PA,google,34708
9-Feb-18,1,california ,February,6,CA,other,13363
13-Feb-18,google,new jersey ,February,34,NJ,google,34708
19-Jan-18,creditcards.lendingtree.com,north carolina ,January,37,NC,Lending Tree/Partners,332
16-Mar-18,myaccount.hrblock.com,virginia ,March,51,VA,other,13363
1-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
30-Mar-18,google_display_network,california ,March,6,CA,google,34708
1-Jan-18,criteo,oklahoma ,January,39,OK,criteo,1599
8-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
13-Jan-18,31,louisiana ,January,22,LA,other,13363
25-Jan-18,google,pennsylvania ,January,42,PA,google,34708
20-Feb-18,MSN,texas ,February,48,TX,microsoft,1213
15-Feb-18,unknown,new york ,February,36,NY,unknown,10982
8-Jan-18,unknown,kentucky ,January,21,KY,unknown,10982
6-Jan-18,google,georgia ,January,13,GA,google,34708
30-Mar-18,cnn,new york ,March,36,NY,cnn,435
18-Mar-18,google_display_network,north carolina ,March,37,NC,google,34708
19-Mar-18,criteo,new york ,March,36,NY,criteo,1599
15-Jan-18,criteo,ohio ,January,39,OH,criteo,1599
3-Mar-18,google_display_network,north carolina ,March,37,NC,google,34708
27-Feb-18,31,florida ,February,12,FL,other,13363
25-Jan-18,google_display_network,california ,January,6,CA,google,34708
14-Feb-18,google_display_network,florida ,February,12,FL,google,34708
13-Jan-18,bing,nebraska ,January,31,NE,bing,3143
7-Jan-18,27,wisconsin ,January,55,WI,other,13363
8-Feb-18,31,texas ,February,48,TX,other,13363
5-Feb-18,bing,mississippi ,February,28,MS,bing,3143
11-Feb-18,google_display_network,virginia ,February,51,VA,google,34708
4-Jan-18,google,florida ,January,12,FL,google,34708
13-Feb-18,31,new york ,February,36,NY,other,13363
25-Jan-18,criteo,florida ,January,12,FL,criteo,1599
12-Feb-18,1,florida ,February,12,FL,other,13363
29-Mar-18,1,florida ,March,12,FL,other,13363
12-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
23-Jan-18,google,oklahoma ,January,39,OK,google,34708
25-Jan-18,google_display_network,north carolina ,January,37,NC,google,34708
4-Mar-18,criteo,kentucky ,March,21,KY,criteo,1599
20-Feb-18,aol,california ,February,6,CA,aol,3440
2-Jan-18,google_display_network,washington ,January,53,WA,google,34708
8-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
20-Mar-18,google_display_network,california ,March,6,CA,google,34708
16-Feb-18,facebook,louisiana ,February,22,LA,facebook,1796
27-Feb-18,google_display_network,california ,February,6,CA,google,34708
19-Jan-18,notification,north carolina ,January,37,NC,other,13363
9-Mar-18,unknown,minnesota ,March,27,MN,unknown,10982
25-Feb-18,xfinity,ohio ,February,39,OH,xfinity,90
15-Feb-18,google,california ,February,6,CA,google,34708
5-Jan-18,aol,new jersey ,January,34,NJ,aol,3440
23-Jan-18,unknown,new york ,January,36,NY,unknown,10982
18-Mar-18,email,texas ,March,48,TX,email,4952
28-Mar-18,stringo_middle,missouri ,March,29,MO,stringo,459
19-Feb-18,1,texas ,February,48,TX,other,13363
9-Mar-18,google,florida ,March,12,FL,google,34708
19-Mar-18,27,tennessee ,March,47,TN,other,13363
1-Feb-18,www.google.com,delaware ,February,10,DE,google,34708
1-Feb-18,google,tennessee ,February,47,TN,google,34708
7-Jan-18,facebook,florida ,January,12,FL,facebook,1796
8-Feb-18,google,oregon ,February,41,OR,google,34708
19-Mar-18,unknown,colorado ,March,8,CO,unknown,10982
7-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
10-Jan-18,google,florida ,January,12,FL,google,34708
19-Jan-18,google,california ,January,6,CA,google,34708
10-Feb-18,bing,california ,February,6,CA,bing,3143
5-Feb-18,google,georgia ,February,13,GA,google,34708
7-Mar-18,www.bing.com,michigan ,March,26,MI,bing,3143
17-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
5-Jan-18,google_display_network,illinois ,January,17,IL,google,34708
9-Jan-18,bing,pennsylvania ,January,42,PA,bing,3143
24-Mar-18,aol,new york ,March,36,NY,aol,3440
27-Mar-18,google_display_network,california ,March,6,CA,google,34708
17-Jan-18,google_display_network,virginia ,January,51,VA,google,34708
22-Feb-18,google_display_network,missouri ,February,29,MO,google,34708
14-Jan-18,{source},maine ,January,23,ME,other,13363
29-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
17-Jan-18,google,michigan ,January,26,MI,google,34708
19-Feb-18,google,new jersey ,February,34,NJ,google,34708
12-Jan-18,google,florida ,January,12,FL,google,34708
1-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
15-Feb-18,google,georgia ,February,13,GA,google,34708
23-Jan-18,criteo,georgia ,January,13,GA,criteo,1599
1-Feb-18,unknown,tennessee ,February,47,TN,unknown,10982
3-Feb-18,www.google.com,texas ,February,48,TX,google,34708
2-Feb-18,google,virginia ,February,51,VA,google,34708
13-Feb-18,google,california ,February,6,CA,google,34708
25-Jan-18,google_display_network,nevada ,January,32,NV,google,34708
28-Jan-18,google_display_network,colorado ,January,8,CO,google,34708
16-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
9-Jan-18,google,ohio ,January,39,OH,google,34708
25-Jan-18,aol,iowa ,January,19,IA,aol,3440
2-Feb-18,unknown,new mexico ,February,35,NM,unknown,10982
28-Jan-18,google,pennsylvania ,January,42,PA,google,34708
2-Jan-18,google,texas ,January,48,TX,google,34708
25-Mar-18,google_display_network,tennessee ,March,47,TN,google,34708
21-Feb-18,google,california ,February,6,CA,google,34708
27-Feb-18,unknown,oklahoma ,February,39,OK,unknown,10982
1-Mar-18,google_display_network,california ,March,6,CA,google,34708
4-Jan-18,www.google.com,minnesota ,January,27,MN,google,34708
15-Mar-18,email,indiana ,March,18,IN,email,4952
24-Feb-18,google,iowa ,February,19,IA,google,34708
5-Mar-18,google_display_network,michigan ,March,26,MI,google,34708
23-Jan-18,yahoo-gemini,texas ,January,48,TX,yahoo,875
12-Feb-18,google_display_network,georgia ,February,13,GA,google,34708
30-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
21-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
26-Jan-18,email,kansas ,January,20,KS,email,4952
17-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
15-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
19-Feb-18,google_display_network,kansas ,February,20,KS,google,34708
10-Jan-18,google_display_network,utah ,January,49,UT,google,34708
10-Jan-18,31,tennessee ,January,47,TN,other,13363
16-Feb-18,www.google.com,florida ,February,12,FL,google,34708
3-Mar-18,1,wisconsin ,March,55,WI,other,13363
25-Jan-18,31,missouri ,January,29,MO,other,13363
24-Mar-18,google,ohio ,March,39,OH,google,34708
1-Feb-18,google_display_network,washington ,February,53,WA,google,34708
4-Jan-18,aol,minnesota ,January,27,MN,aol,3440
24-Feb-18,google_display_network,new jersey ,February,34,NJ,google,34708
4-Feb-18,google,texas ,February,48,TX,google,34708
1-Mar-18,criteo,georgia ,March,13,GA,criteo,1599
19-Feb-18,1,new jersey ,February,34,NJ,other,13363
12-Mar-18,unknown,new jersey ,March,34,NJ,unknown,10982
6-Jan-18,27,texas ,January,48,TX,other,13363
23-Jan-18,unknown,florida ,January,12,FL,unknown,10982
28-Feb-18,google,new jersey ,February,34,NJ,google,34708
2-Feb-18,bing,texas ,February,48,TX,bing,3143
7-Feb-18,email,california ,February,6,CA,email,4952
23-Mar-18,google,california ,March,6,CA,google,34708
28-Jan-18,bing,colorado ,January,8,CO,bing,3143
19-Mar-18,email,connecticut ,March,9,CT,email,4952
15-Mar-18,27,california ,March,6,CA,other,13363
17-Jan-18,31,california ,January,6,CA,other,13363
17-Jan-18,aol,washington ,January,53,WA,aol,3440
6-Mar-18,google_display_network,new york ,March,36,NY,google,34708
25-Jan-18,email,arizona ,January,4,AZ,email,4952
2-Feb-18,www.google.com,new york ,February,36,NY,google,34708
3-Feb-18,unknown,florida ,February,12,FL,unknown,10982
20-Mar-18,email,ohio ,March,39,OH,email,4952
20-Mar-18,email,new york ,March,36,NY,email,4952
6-Jan-18,google_display_network,arkansas ,January,5,AR,google,34708
20-Jan-18,google_display_network,virginia ,January,51,VA,google,34708
11-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
8-Mar-18,google,new york ,March,36,NY,google,34708
2-Jan-18,www.google.com,california ,January,6,CA,google,34708
10-Jan-18,1,montana ,January,30,MT,other,13363
8-Jan-18,bing,texas ,January,48,TX,bing,3143
3-Mar-18,criteo,ohio ,March,39,OH,criteo,1599
24-Jan-18,unknown,nevada ,January,32,NV,unknown,10982
23-Mar-18,google_display_network,tennessee ,March,47,TN,google,34708
6-Mar-18,facebook,wisconsin ,March,55,WI,facebook,1796
16-Jan-18,google_display_network,south carolina ,January,45,SC,google,34708
9-Mar-18,google,alabama ,March,1,AL,google,34708
24-Mar-18,www.google.com.ng,california ,March,6,CA,google,34708
25-Mar-18,www.google.com,new york ,March,36,NY,google,34708
17-Mar-18,1,south carolina ,March,45,SC,other,13363
1-Feb-18,email,connecticut ,February,9,CT,email,4952
19-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
20-Jan-18,27,california ,January,6,CA,other,13363
10-Jan-18,email,connecticut ,January,9,CT,email,4952
5-Feb-18,google_display_network,california ,February,6,CA,google,34708
3-Jan-18,weather,pennsylvania ,January,42,PA,weather,642
